"","user_id","col_name","col_state","major","col_cbsa","hs_name","hs_state","hs_fips","hs_cbsa","hs_shock","col_start","col_end","hs_end","birth","CONTROL","C21UGPRF","CARNEGIE","HBCU","TRIBAL","LANDGRNT","CBSATYPE","col_shock","barrons","cbsa_code","cbsa_n_state","same_cbsa","same_state","in_state_col","yr_return_cbsa","yr_return_state","col_hs_diff_cbsa"
"11",14839511,"Northwest Missouri State University","MO","empty","29999","Millard South High School","NE","29","36540",-0.0168424369000788,1998,2002,1998,1980,1,10,21,2,2,2,2,0.000475050515434716,4,"36540","NE",1,1,0,2004,2004,1
"12",16157498,"Elon University","NC","empty","15500","Milford High School","NH","37","31700",-0.00682746860384106,1998,2002,1998,1980,2,14,21,2,2,2,1,0.0170662836361179,2,"20100","DE",0,0,0,NA,NA,1
"13",16332210,"Liberty University","VA","Business","31340","White Pine High School","NV","51","32999",-0.0237313513623102,2002,2002,2002,1984,2,9,21,2,2,2,1,-0.00364515851017201,4,"40999","OK",0,0,0,NA,NA,1
"14",17218093,"College of Southern Nevada","NV","Chemistry","29820","Chaparral High School","AZ","32","38060",0.00615512033053345,2000,2002,1999,1981,1,5,40,2,2,2,1,0.0313506913986996,999,"29820","NV",0,0,0,NA,NA,1
"15",17496135,"Fordham University","NY","Business","35620","Cheverus High School","ME","36","38860",0.00905911344134045,2001,2002,2001,1983,2,14,15,2,2,2,1,-0.00178132951722249,2,"38900","WA",0,0,0,NA,NA,1
"16",18342795,"University of Delaware","DE","empty","37980","Brandywine high school","DE","10","37980",-0.00229496908983688,1999,2002,1999,1981,1,14,15,2,2,1,1,-0.00229496908983688,3,"35620","NY",0,0,1,NA,NA,0
"17",18518193,"Worcester Polytechnic Institute","MA","empty","49340","Windham High School","ME","25","38860",0.00905911344134045,2001,2002,2001,1983,2,12,16,2,2,2,1,-0.00544740800228891,2,"38860","ME",1,1,0,2007,2007,1
"18",19168915,"Mount Marty University","SD","Business","46999","Wayne High School","NE","46","31999",-0.00323994591487095,1998,2002,1998,1980,2,11,22,2,2,2,2,-0.00402106586285656,5,"31999","NE",1,1,0,2003,2003,1
"19",22824954,"Pittsburg State University","KS","empty","20999","Anderson County Jr/Sr High School","KS","20","20999",-0.0144128008141258,1999,2002,1999,1981,1,11,21,2,2,2,2,-0.0144128008141258,4,"28140","MO",0,0,1,NA,NA,0
"20",24623797,"University of Colorado Boulder","CO","empty","14500","Eaglecrest High School","CO","08","19740",0.00852577989672604,2001,2002,2001,1983,1,14,15,2,2,2,1,0.0488278202449203,4,"39900","NV",0,0,1,NA,NA,1
"21",25150367,"University of the Pacific","CA","empty","44700","Edward C. Reed High School","NV","06","39900",0.00233938679997183,1998,2002,1998,1980,2,13,16,2,2,2,1,0.022064928781672,3,"39900","NV",1,1,0,2004,2004,1
"22",25892317,"West Virginia University","WV","Business","34060","Wheeling Park High School","WV","54","48540",-0.00650624019006053,1999,2002,1998,1980,1,12,15,2,2,1,1,0.0138562766125988,4,"47260","NC",0,0,1,NA,NA,1
"23",26661051,"Kansas State University","KS","Business","31740","Lansing High School","NY","20","27060",-0.000530020759512925,2000,2002,2000,1982,1,11,15,2,2,1,1,0.0158101705591039,5,"28140","MO",0,0,0,NA,NA,1
"24",28375828,"Wake Forest University","NC","empty","49180","Hinsdale Central High School","IL","37","16980",-0.0078138089232397,1998,2002,1998,1980,2,14,16,2,2,2,1,-0.00667479751915713,1,"33999","NH",0,0,0,NA,NA,1
"25",30304635,"University of Delaware","DE","empty","37980","Brandywine High School","DE","10","37980",-0.00229496908983688,1998,2002,1998,1980,1,14,15,2,2,1,1,-0.00229496908983688,3,"37980","DE",1,1,1,2003,2003,0
"26",31831411,"Friends University","KS","Engineering","48620","Labette County High School","KS","20","20999",-0.0144128008141258,2000,2002,2000,1982,2,11,21,2,2,2,1,-0.0119319610664141,5,"48620","KS",0,1,1,NA,2003,1
"27",34703452,"Worcester Polytechnic Institute","MA","Engineering","49340","Millis High School","MA","25","14460",-0.000762986599338982,1998,2002,1998,1980,2,12,16,2,2,2,1,-0.00544740800228891,2,"31700","NH",0,0,1,NA,NA,1
"28",35210278,"College of Southern Nevada","NV","Business","29820","Western Hills High School","KY","32","21999",-0.00329075972461576,2001,2002,2001,1983,1,5,40,2,2,2,1,0.0313506913986996,999,"29820","NV",0,0,0,NA,NA,1
"29",35459609,"University of Delaware","DE","Economics","37980","Padua Academy","DE","10","37980",-0.00229496908983688,1999,2002,1998,1980,1,14,15,2,2,1,1,-0.00229496908983688,3,"35620","NJ",1,0,1,NA,NA,0
"30",36621394,"Florida Institute of Technology","FL","Engineering","37340","Odessa high school","WA","12","53999",-0.00887734241928187,2001,2002,2001,1983,2,13,16,2,2,2,1,-0.00120635004891611,3,"45820","KS",0,0,0,NA,NA,1
"31",38184594,"Villanova University","PA","Business","37980","Yarmouth High School","ME","42","38860",0.00905911344134045,1998,2002,1998,1980,2,14,21,2,2,2,1,-0.00229496908983688,1,"38860","ME",1,1,0,2004,2004,1
"32",38681482,"University of Southern Mississippi","MS","empty","25620","North Forrest High School","MS","28","25620",-0.0159037916392483,1998,2002,1998,1980,1,11,15,2,2,2,1,-0.0159037916392483,4,"25620","MS",1,1,1,2003,2003,0
"33",39545850,"Western Nevada College","NV","Engineering","16180","Bishop Manogue Catholic High School","NV","32","39900",0.00233938679997183,2002,2002,2002,1984,1,5,40,2,2,2,1,0.0207119054169294,999,"16180","NV",0,1,1,NA,2006,1
"34",39784744,"Maine Maritime Academy","ME","Engineering","23999","Sanford High School","ME","23","38860",0.00905911344134045,1998,2002,1998,1980,1,10,59,2,2,2,-2,0.0123641809730715,4,"38860","ME",1,1,1,2003,2003,1
"35",40394792,"Vanderbilt University","TN","empty","34980","North Hardin High School","KY","47","21060",0.0104481484036881,1998,2002,1998,1980,2,14,15,2,2,2,1,-0.00590564839449274,1,"31140","KY",0,1,0,NA,2007,1
"36",40806562,"University of Missouri Kansas City","MO","empty","28140","Marshall High","AR","29","05999",-0.00849944637700415,2001,2002,2001,1983,1,13,16,2,2,2,1,0.000969245654697539,3,"28140","KS",0,0,0,NA,NA,1
"37",41880778,"Franklin Pierce University","NH","empty","33999","Monadnock Regional High School","NH","33","33999",0.00449317014655814,1998,2002,1998,1980,2,10,31,2,2,2,2,0.00449317014655814,4,"33999","NH",1,1,1,2003,2003,0
"38",42626292,"Salve Regina University","RI","Business","39300","Boston College High School","MA","44","14460",-0.000762986599338982,1998,2002,1998,1980,2,12,21,2,2,2,1,-0.0100346052993063,3,"14460","MA",1,1,0,2004,2004,1
"39",43532645,"Indiana University Purdue University Indianapolis","IN","Engineering","26900","Warren Central High School","MS","18","28999",-0.0228908200963732,1998,2002,1998,1980,1,11,16,2,2,2,1,0.00189065083683972,5,"28999","MS",1,1,0,2010,2010,1
"40",43973794,"SUNY Fredonia","NY","empty","36999","Corcoran High School","NY","36","45060",-0.0182779237578334,1998,2002,1998,1980,1,13,21,2,2,2,2,-0.0104964009073237,3,"17460","OH",0,0,1,NA,NA,1
"41",45888191,"University of Sioux Falls","SD","empty","43620","Scotland High School","NC","46","37999",-0.00349615789125122,1998,2002,1998,1980,2,11,22,2,2,2,1,0.0107181900522331,4,"16980","IL",0,0,0,NA,NA,1
"42",45893706,"University of Delaware","DE","Engineering","37980","Pinkerton Academy","NH","10","14460",-0.000762986599338982,1999,2002,1999,1981,1,14,15,2,2,1,1,-0.00229496908983688,3,"14460","NH",1,1,0,2003,2003,1
"43",46035702,"University of Colorado Boulder","CO","Business","14500","Campion Academy","CO","08","22660",0.00601159526191549,1999,2002,1998,1980,1,14,15,2,2,2,1,0.0488278202449203,4,"39660","SD",0,0,1,NA,NA,1
"44",46874868,"Southern New Hampshire University","NH","empty","33999","Alvirne High School","NH","33","31700",-0.00682746860384106,2002,2002,2002,1984,2,5,55,2,2,2,2,0.00449317014655814,4,"39999","OH",0,0,1,NA,NA,1
"45",47424394,"Kansas State University","KS","Business","31740","Junction City High School","AR","20","05999",-0.00849944637700415,1998,2002,1998,1980,1,11,15,2,2,1,1,0.0158101705591039,5,"29820","NV",0,0,0,NA,NA,1
"46",48246736,"Westminster College","MO","Business","27620","Highland Park High School","NJ","29","35620",-0.00178132951722249,1998,2002,1998,1980,2,12,31,2,2,2,1,-0.0071416068373367,5,"41740","CA",0,0,0,NA,NA,1
"47",49451740,"Milwaukee Institute of Art & Design","WI","empty","33340","Lawrence High School","MA","55","14460",-0.000762986599338982,1998,2002,1998,1980,2,12,56,2,2,2,1,-0.0121128133021927,9,"14460","MA",1,1,0,2003,2003,1
"48",49598550,"Colby Sawyer College","NH","empty","33999","Fryeburg Academy","ME","33","23999",0.0123641809730715,1999,2002,1998,1980,2,10,32,2,2,2,2,0.00449317014655814,4,"23999","ME",1,1,0,2005,2005,1
"49",54092717,"Indiana University Bloomington","IN","empty","14020","crown point high school","IN","18","16980",-0.0078138089232397,1998,2002,1998,1980,1,12,15,2,2,2,1,-0.00608232206503639,3,"42140","NM",0,0,1,NA,NA,1
"50",54328278,"College of Southern Nevada","NV","empty","29820","Durango High School","CO","32","08999",0.000803805769358421,1999,2002,1999,1981,1,5,40,2,2,2,1,0.0313506913986996,999,"29820","NV",0,0,0,NA,NA,1
"51",54387148,"Southeast Missouri State University","MO","empty","16020","Missouri Valley High School","IA","29","36540",-0.0168424369000788,2001,2002,2001,1983,1,11,21,2,2,2,1,0.00831951890606961,4,"31740","KS",0,0,0,NA,NA,1
"52",55038356,"University of Southern Mississippi","MS","Education","25620","Hattiesburg High School","MS","28","25620",-0.0159037916392483,2000,2002,1998,1980,1,11,15,2,2,2,1,-0.0159037916392483,4,"30980","TX",0,0,1,NA,NA,0
"53",59535481,"California State University Chico","CA","empty","17020","Anderson High","IN","06","26900",0.00189065083683972,1998,2002,1998,1980,1,11,21,2,2,2,1,0.0173065951277573,4,"29420","AZ",0,0,0,NA,NA,1
"54",60142715,"Wesley College","DE","Business","20100","Sussex Central High School","DE","10","41540",0.00790405947816746,2002,2002,2002,1984,2,-2,32,2,2,2,1,0.00762989535954335,4,"24780","NC",0,0,1,NA,NA,1
"55",61202398,"Mississippi State University","MS","Business","28999","Baylor School","TN","28","16860",0.00323074418148372,1998,2002,1998,1980,1,13,15,2,2,1,2,-0.0228908200963732,4,"28999","MS",0,0,0,NA,NA,1
"56",63187526,"Savannah College of Art and Design","GA","empty","42340","Kennebunk High School","ME","13","38860",0.00905911344134045,1998,2002,1998,1980,2,9,56,2,2,2,1,0.000107851674800276,9,"38860","ME",1,1,0,2004,2004,1
"57",63644858,"Northwest Missouri State University","MO","empty","29999","southeast high school","MO","29","28140",0.000969245654697539,1998,2002,1998,1980,1,10,21,2,2,2,2,0.000475050515434716,4,"28140","MO",1,1,1,2009,2009,1
"58",63727615,"Southern Illinois University Carbondale","IL","empty","16060","Auburn High School","IL","17","40420",-0.00972737511601944,2000,2002,2000,1982,1,11,15,2,2,2,1,-0.00944327176415323,4,"29820","NV",0,0,1,NA,NA,1
"59",67337996,"Middlebury College","VT","Engineering","50999","John Bapst Memorial High School","ME","50","12620",0.0191488039923462,1998,2002,1998,1980,2,14,31,2,2,2,-2,-0.00076197449517991,1,"12620","ME",1,1,0,2004,2004,1
"60",69436940,"Cedarville University","OH","empty","19430","Lisbon Falls Christian Academy","ME","39","30340",0.0305210684100927,1999,2002,1998,1980,2,12,32,2,2,2,1,-0.0131593639630044,3,"38860","ME",0,1,0,NA,2003,1
"61",70712137,"Otterbein University","OH","empty","18140","Wooster High School","OH","39","39999",-0.0118918454499945,1998,2002,1998,1980,2,12,32,2,2,2,1,0.000259669038846503,4,"29820","NV",0,0,1,NA,NA,1
"62",72644518,"Western Nevada College","NV","Business","16180","Wooster High School","OH","32","39999",-0.0118918454499945,1999,2002,1999,1981,1,5,40,2,2,2,1,0.0207119054169294,999,"16180","NV",0,0,0,NA,NA,1
"63",75186899,"Kansas State University","KS","Business","31740","Andover High School","MN","20","33460",-0.0003352128045568,1998,2002,1998,1980,1,11,15,2,2,1,1,0.0158101705591039,5,"48620","KS",0,0,0,NA,NA,1
"64",76832620,"Rensselaer Polytechnic Institute","NY","Engineering","10580","Skowhegan Area High School","ME","36","23999",0.0123641809730715,1998,2002,1998,1980,2,14,15,2,2,2,1,-0.0118851825652285,1,"23999","ME",1,1,0,2005,2005,1
"65",79627985,"College of Southern Nevada","NV","empty","29820","Chaparral high school","CO","32","19740",0.00852577989672604,2014,2002,2002,1984,1,5,40,2,2,2,1,0.0313506913986996,999,"29820","NV",0,0,0,NA,NA,1
"66",79836236,"Saint Leo University","FL","Business","45300","Melbourne High School","AR","12","05999",-0.00849944637700415,1999,2002,1999,1981,2,9,22,2,2,2,1,-0.00647283211772833,4,"25060","MS",0,0,0,NA,NA,1
"67",81968161,"Winthrop University","SC","empty","16740","Grosse Pointe South High School","MI","45","19820",-0.0177262085876982,1999,2002,1999,1981,1,10,21,2,2,2,1,0.0169592572941004,4,"39300","RI",0,0,0,NA,NA,1
"68",82624355,"Southern New Hampshire University","NH","empty","33999","James Madison High School","NY","33","35620",-0.00178132951722249,2002,2002,2002,1984,2,5,55,2,2,2,2,0.00449317014655814,4,"31700","NH",0,0,0,NA,NA,1
"69",90196680,"George Washington University","DC","empty","47900","Ursuline Academy","MO","11","41180",-0.0139998363163614,1998,2002,1998,1980,2,15,15,2,2,2,1,0.00583229890958874,1,"37980","NJ",0,0,0,NA,NA,1
"70",90322487,"Barry University","FL","Business","33100","Cheverus High School","ME","12","38860",0.00905911344134045,1998,2002,1998,1980,2,13,21,2,2,2,1,0.00825476017334667,4,"38860","ME",1,1,0,2003,2003,1
"71",91062991,"Kansas City Art Institute","MO","empty","28140","Sumner Academy","TN","29","34980",-0.00590564839449274,1998,2002,1998,1980,2,13,56,2,2,2,1,0.000969245654697539,9,"28140","KS",0,0,0,NA,NA,1
"72",91367852,"Mississippi State University","MS","empty","28999","Tupelo High School","MS","28","28999",-0.0228908200963732,1999,2002,1999,1981,1,13,15,2,2,1,2,-0.0228908200963732,4,"28999","MS",1,1,1,2010,2010,0
"73",91934555,"Vanderbilt University","TN","empty","34980","Ridgefield High School","CT","47",NA,NA,1998,2002,1998,1980,2,14,15,2,2,2,1,-0.00590564839449274,1,"33999","NH",NA,0,0,NA,NA,NA
"74",93124929,"North Carolina Wesleyan College","NC","empty","40580","Warren County High","TN","37","47999",-0.00737883245132231,2000,2002,2000,1982,2,11,32,2,2,2,1,-0.0120273953648641,4,"29820","NV",0,0,0,NA,NA,1
"75",95471469,"Delta State University","MS","empty","28999","Amory High School","MS","28","28999",-0.0228908200963732,2000,2002,1998,1980,1,11,21,2,2,2,2,-0.0228908200963732,4,"28999","MS",1,1,1,2006,2006,0
"76",95696861,"University of Denver","CO","Chemistry","19740","Eaglecrest High School","CO","08","19740",0.00852577989672604,1998,2002,1998,1980,2,14,15,2,2,2,1,0.00852577989672604,3,"19740","CO",1,1,1,2007,2007,0
"77",96686848,"William Jewell College","MO","empty","28140","Liberty High School","MO","29","41180",-0.0139998363163614,1998,2002,1998,1980,2,13,31,2,2,2,1,0.000969245654697539,3,"28140","MO",0,1,1,NA,2006,1
"78",97312031,"West Virginia Wesleyan College","WV","empty","54999","Raymond High School","NH","54","14460",-0.000762986599338982,1998,2002,1998,1980,2,10,31,2,2,2,-2,-0.0131870118606367,4,"14460","NH",1,1,0,2003,2003,1
"79",98401295,"Vassar College","NY","empty","39100","The Meadows School","NJ","36","35620",-0.00178132951722249,1998,2002,1998,1980,2,14,31,2,2,2,1,0.0227536846877171,1,"29820","NV",0,0,0,NA,NA,1
"80",101498112,"California State University Los Angeles","CA","empty","31080","Damien High School","CA","06","31080",0.0010786428102771,1998,2002,1998,1980,1,11,21,2,2,2,1,0.0010786428102771,4,"29820","NV",0,0,1,NA,NA,0
"81",101631724,"Mississippi State University","MS","Business","28999","Haywood High School","TN","28","47999",-0.00737883245132231,1998,2002,1998,1980,1,13,15,2,2,1,2,-0.0228908200963732,4,"47999","TN",1,1,0,2010,2010,1
"82",102170181,"Park University","MO","Finance","28140","Oak Park High School","MI","29","19820",-0.0177262085876982,2002,2002,2002,1984,2,5,21,2,2,2,1,0.000969245654697539,4,"28140","KS",0,0,0,NA,NA,1
"83",102809004,"Smith College","MA","empty","44140","Waring School","MA","25","14460",-0.000762986599338982,1998,2002,1998,1980,2,14,31,2,2,2,1,-0.0129187128915642,2,"38340","MA",0,1,1,NA,2003,1
"84",102955076,"University of Delaware","DE","empty","37980","Notre Dame Preparatory","AZ","10","38060",0.00615512033053345,1998,2002,1998,1980,1,14,15,2,2,1,1,-0.00229496908983688,3,"12580","MD",0,0,0,NA,NA,1
"85",105513702,"University of Delaware","DE","empty","37980","Paul VI High School","NJ","10","37980",-0.00229496908983688,1998,2002,2000,1982,1,14,15,2,2,1,1,-0.00229496908983688,3,"37980","NJ",1,1,0,2003,2003,0
"86",105798749,"University of Colorado Boulder","CO","Engineering","14500","Fort Collins High School","CO","08","22660",0.00601159526191549,1998,2002,1998,1980,1,14,15,2,2,2,1,0.0488278202449203,4,"28140","KS",0,0,1,NA,NA,1
"87",107313711,"Minnesota State University Mankato","MN","Business","31860","Canton High School","MI","27","19820",-0.0177262085876982,1998,2002,1998,1980,1,11,21,2,2,2,1,0.0123696162864234,5,"43620","SD",0,0,0,NA,NA,1
"88",108637376,"Montclair State University","NJ","Business","35620","Cherokee High School","NJ","34","37980",-0.00229496908983688,1998,2002,1998,1980,1,11,21,2,2,2,1,-0.00178132951722249,4,"35620","NJ",1,1,1,NA,2003,1
"89",108710065,"University of New England","ME","empty","38860","Littleton High School","CO","23","19740",0.00852577989672604,2000,2002,2000,1982,2,10,22,2,2,2,1,0.00905911344134045,4,"38860","ME",0,0,0,NA,NA,1
"90",108938408,"Truckee Meadows Community College","NV","empty","39900","Carson High School","NV","32","16180",0.0207119054169294,2000,2002,1998,1980,1,5,40,2,2,2,1,0.00233938679997183,999,"16180","NV",1,1,1,2003,2003,1
"91",111767633,"Skidmore College","NY","empty","10580","Northfield Mount Hermon School","MA","36","44140",-0.0129187128915642,1998,2002,1998,1980,2,14,31,2,2,2,1,-0.0118851825652285,2,"38900","WA",0,0,0,NA,NA,1
"92",112219414,"Rochester Institute of Technology","NY","empty","40380","Concord High School","NY","36","35620",-0.00178132951722249,1998,2002,1998,1980,2,14,21,2,2,2,1,-0.0179083684525373,3,"14460","MA",0,0,1,NA,NA,1
"93",114273498,"Tennessee State University","TN","empty","34980","Renaissance High School","TN","47","34980",-0.00590564839449274,1998,2002,1998,1980,1,10,16,1,2,1,1,-0.00590564839449274,5,"20999","KS",0,0,1,NA,NA,0
"94",114377008,"St Lawrence University","NY","empty","36999","Kimball Union Academy","NH","36","33999",0.00449317014655814,1998,2002,1998,1980,2,14,31,2,2,2,2,-0.0104964009073237,3,"33999","NH",1,1,0,2009,2009,1
"95",115074095,"University of Nebraska Lincoln","NE","empty","30700","Westside High School","NE","31","36540",-0.0168424369000788,1998,2002,1998,1980,1,12,15,2,2,1,1,0.00550908967883968,4,"29820","NV",0,0,1,NA,NA,1
"96",117938135,"Wartburg College","IA","Business","47940","New Hampton High School","IA","19","19999",-0.0109280492018791,1998,2002,1998,1980,2,10,32,2,2,2,1,-0.00762241801560544,3,"35620","NJ",0,0,1,NA,NA,1
"97",118318560,"Clarkson University","NY","Engineering","36999","Kearsarge Regional High School","NH","36","33999",0.00449317014655814,1998,2002,1998,1980,2,14,16,2,2,2,2,-0.0104964009073237,3,"39100","NY",0,0,0,NA,NA,1
"98",118872428,"Saint Michael's College","VT","empty","15540","Nashua High School","MT","50","30999",0.0000511796744366749,1999,2002,1998,1980,2,10,21,2,2,2,1,0.0262208409616885,3,"31700","NH",0,0,0,NA,NA,1
"99",123890852,"East Texas Baptist University","TX","empty","30980","Atlanta High School","LA","48","22999",-0.0226337884487857,1999,2002,1999,1981,2,10,32,2,2,2,1,-0.0117526053025609,4,"27140","MS",0,0,0,NA,NA,1
"100",126123648,"Emporia State University","KS","Accounting","20999","Burlington High School","CO","20","08999",0.000803805769358421,1999,2002,1999,1981,1,11,21,2,2,2,2,-0.0144128008141258,4,"20999","KS",0,0,0,NA,NA,1
"101",126986653,"Briar Cliff University","IA","empty","43580","North Polk High School","IA","19","19780",0.00253420959035985,1998,2002,1998,1980,2,11,32,2,2,2,1,-0.0197398581797525,5,"37860","FL",0,0,1,NA,NA,1
"102",130863450,"Wichita State University","KS","Marketing","48620","Winfield High School","AL","20","01999",-0.0204647226893893,1998,2002,1998,1980,1,9,16,2,2,2,1,-0.0119319610664141,4,"48620","KS",0,0,0,NA,NA,1
"103",134782704,"University of Colorado Boulder","CO","empty","14500","James Madison High School","NY","08","35620",-0.00178132951722249,1998,2002,1998,1980,1,14,15,2,2,2,1,0.0488278202449203,4,"27140","MS",0,0,0,NA,NA,1
"104",137344405,"Roger Williams University","RI","empty","39300","Newport High School","OR","44","41999",-0.0113924654542042,1998,2002,1998,1980,2,10,32,2,2,2,1,-0.0100346052993063,4,"33999","NH",0,0,0,NA,NA,1
"105",137578554,"Pitzer College","CA","empty","31080","Greenhill School","TX","06","19100",0.00475220511813937,1998,2002,1998,1980,2,14,31,2,2,2,1,0.0010786428102771,2,"32999","NV",0,0,0,NA,NA,1
"106",138992733,"Vanderbilt University","TN","empty","34980","Pascagoula High School","MS","47","25060",-0.00634604277979287,1998,2002,1998,1980,2,14,15,2,2,2,1,-0.00590564839449274,1,"25060","MS",1,1,0,2004,2004,1
"107",139801290,"Roger Williams University","RI","empty","39300","Cape Elizabeth High School","ME","44","38860",0.00905911344134045,1998,2002,1998,1980,2,10,32,2,2,2,1,-0.0100346052993063,4,"38860","ME",1,1,0,2003,2003,1
"108",140060577,"University of Nevada Reno","NV","empty","39900","Carson High School","NV","32","16180",0.0207119054169294,2000,2002,2000,1982,1,12,15,2,2,1,1,0.00233938679997183,5,"32999","NV",0,1,1,NA,2009,1
"109",141385892,"University of Maine Augusta","ME","Engineering","23999","Bucksport High School","ME","23","23999",0.0123641809730715,2000,2002,2000,1982,1,5,33,2,2,2,2,0.0123641809730715,4,"23999","ME",1,1,1,2003,2003,0
"110",144421987,"United States Air Force Academy","CO","Engineering","17820","Centennial High School","CO","08","39380",-0.0315937873116967,1998,2002,1998,1980,1,14,59,2,2,2,1,0.00749531705585404,1,"36260","UT",0,0,1,NA,NA,1
"111",145052170,"University of Arkansas","AR","empty","22220","Mena High School","AR","05","05999",-0.00849944637700415,1998,2002,1998,1980,1,12,15,2,2,1,1,0.0184462990710865,3,"24860","SC",0,0,1,NA,NA,1
"112",151905652,"Truckee Meadows Community College","NV","empty","39900","Sparks High School","NV","32","39900",0.00233938679997183,2000,2002,2000,1982,1,5,40,2,2,2,1,0.00233938679997183,999,"39900","NV",1,1,1,2007,2007,0
"113",151921867,"Youngstown State University","OH","empty","49660","Howland High School","OH","39","49660",-0.0274026836792001,1998,2002,1998,1980,1,10,21,2,2,2,1,-0.0274026836792001,5,"12620","ME",0,0,1,NA,NA,0
"114",152103164,"California State University East Bay","CA","Engineering","41860","Antioch High School","TN","06","34980",-0.00590564839449274,2000,2002,1998,1980,1,13,21,2,2,2,1,0.00836362200521037,4,"39900","NV",0,0,0,NA,NA,1
"115",156121655,"Emporia State University","KS","Education","20999","Andover High School","MN","20","33460",-0.0003352128045568,1999,2002,1999,1981,1,11,21,2,2,2,2,-0.0144128008141258,4,"48620","KS",0,0,0,NA,NA,1
"116",157304266,"University of South Dakota","SD","empty","46999","Washington High","IA","46","19999",-0.0109280492018791,1999,2002,1999,1981,1,12,16,2,2,2,2,-0.00402106586285656,4,"43620","SD",0,0,0,NA,NA,1
"117",158185899,"Delaware State University","DE","empty","20100","Smyrna High School","DE","10","20100",0.00762989535954335,1998,2002,1998,1980,1,10,21,1,2,1,1,0.00762989535954335,5,"20100","DE",1,1,1,2003,2003,0
"118",161344615,"Boise State University","ID","Nursing","14260","Eldorado High School","IL","16","17999",-0.0188691482717299,2001,2002,1999,1981,1,9,21,2,2,2,1,0.025861230854941,5,"29820","NV",0,0,0,NA,NA,1
"119",161907020,"Allen University","SC","Business","17900","Gilbert high school","AZ","45","38060",0.00615512033053345,2001,2002,1998,1980,2,12,32,1,2,2,1,-0.000136958333205902,5,"17900","SC",0,0,0,NA,NA,1
"120",162206219,"Roanoke College","VA","empty","40220","Thayer Academy","MA","51","14460",-0.000762986599338982,1998,2002,1998,1980,2,12,31,2,2,2,1,0.0110871782960386,3,"14460","MA",1,1,0,2003,2003,1
"121",162757839,"Adrian College","MI","Business","26999","Otsego High School","MI","26","26999",-0.00431686078376946,1998,2002,1998,1980,2,10,31,2,2,2,2,-0.00431686078376946,4,"26999","MI",1,1,1,2003,2003,0
"122",164106809,"Washburn University","KS","empty","45820","Lawrence High","NJ","20","45940",0.0262474265051866,2000,2002,2000,1982,1,7,21,2,2,2,1,-0.0259015224636477,5,"45820","KS",0,0,0,NA,NA,1
"123",165087527,"Boston University","MA","empty","14460","Biddeford High School","ME","25","38860",0.00905911344134045,1998,2002,1998,1980,2,15,15,2,2,2,1,-0.000762986599338982,2,"38860","ME",1,1,0,2004,2004,1
