old_path,new_path,size,bucket,confidence,note
/p/BRAIN_DRAIN/Data/01/Crosswalks/CW2016.xlsx,/p/BRAIN_DRAIN/Data/raw/ipeds/CW2016.xlsx,2754363,raw/ipeds,high,"IPEDS master crosswalk linking subunits to institutional identifiers, confirmed by user"
/p/BRAIN_DRAIN/Data/01/Crosswalks/CW2017.xlsx,/p/BRAIN_DRAIN/Data/raw/ipeds/CW2017.xlsx,2700642,raw/ipeds,high,"IPEDS master crosswalk linking subunits to institutional identifiers, confirmed by user"
/p/BRAIN_DRAIN/Data/01/Crosswalks/CW2018.xlsx,/p/BRAIN_DRAIN/Data/raw/ipeds/CW2018.xlsx,2639180,raw/ipeds,high,"IPEDS master crosswalk linking subunits to institutional identifiers, confirmed by user"
/p/BRAIN_DRAIN/Data/01/Crosswalks/CW2019.xlsx,/p/BRAIN_DRAIN/Data/raw/ipeds/CW2019.xlsx,2588702,raw/ipeds,high,"IPEDS master crosswalk linking subunits to institutional identifiers, confirmed by user"
/p/BRAIN_DRAIN/Data/01/Crosswalks/CW2020.xlsx,/p/BRAIN_DRAIN/Data/raw/ipeds/CW2020.xlsx,2530819,raw/ipeds,high,"IPEDS master crosswalk linking subunits to institutional identifiers, confirmed by user"
/p/BRAIN_DRAIN/Data/01/Crosswalks/CW2021.xlsx,/p/BRAIN_DRAIN/Data/raw/ipeds/CW2021.xlsx,2517022,raw/ipeds,high,"IPEDS master crosswalk linking subunits to institutional identifiers, confirmed by user"
/p/BRAIN_DRAIN/Data/01/Crosswalks/CW2022_preliminary.xlsx,/p/BRAIN_DRAIN/Data/raw/ipeds/CW2022_preliminary.xlsx,2478965,raw/ipeds,high,"IPEDS master crosswalk linking subunits to institutional identifiers, confirmed by user"
/p/BRAIN_DRAIN/Data/01/Crosswalks/mrc_table11.csv,/p/BRAIN_DRAIN/Data/raw/chetty_oi/mrc_table11.csv,433012,raw/chetty_oi,high,Mobility Report Card table
/p/BRAIN_DRAIN/Data/01/Crosswalks/~$CW2000.xlsx,(DELETE),165,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/01/Crosswalks/~$CW2021.xlsx,(DELETE),165,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/01/Crosswalks/~$CW2022_preliminary.xlsx,(DELETE),165,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/01/ct_counties.xlsx,/p/BRAIN_DRAIN/Data/raw/census_geo/ct_counties.xlsx,9416,raw/census_geo,high,Census/OMB geography crosswalk
/p/BRAIN_DRAIN/Data/01/ipeds_hd2021.csv,/p/BRAIN_DRAIN/Data/raw/ipeds/ipeds_hd2021.csv,4087545,raw/ipeds,high,IPEDS HD/EF/admissions files
/p/BRAIN_DRAIN/Data/01/msa_2020.csv,/p/BRAIN_DRAIN/Data/raw/census_geo/msa_2020.csv,170767,raw/census_geo,high,Census/OMB geography crosswalk
/p/BRAIN_DRAIN/Data/01/msa_2020.xlsx,/p/BRAIN_DRAIN/Data/raw/census_geo/msa_2020.xlsx,82265,raw/census_geo,high,Census/OMB geography crosswalk
/p/BRAIN_DRAIN/Data/01/Private.csv,/p/BRAIN_DRAIN/Data/raw/nces/Private.csv,5582459,raw/nces,high,NCES CCD school universe files
/p/BRAIN_DRAIN/Data/01/Public.csv,/p/BRAIN_DRAIN/Data/raw/nces/Public.csv,42879198,raw/nces,high,NCES CCD school universe files
/p/BRAIN_DRAIN/Data/01/unified_cbsa.csv,/p/BRAIN_DRAIN/Data/raw/census_geo/unified_cbsa.csv,73507,raw/census_geo,high,Census/OMB geography crosswalk
/p/BRAIN_DRAIN/Data/02/.ArchiveServiceTemp.sb-deb9990c-ffJfij/uwdbhdlkbnzhaqxd.csv,(DELETE),3821010463,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/02/.DS_Store,(DELETE),6148,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/02/2026.04.09_demographics.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_demographics.csv.zip,20411614563,raw/revelio,high,Revelio raw education/demographics panel
/p/BRAIN_DRAIN/Data/02/2026.04.09_education.csv,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_education.csv,45919259557,raw/revelio,high,Revelio raw education/demographics panel
/p/BRAIN_DRAIN/Data/02/both_demo.rds,/p/BRAIN_DRAIN/Data/intermediate/both_demo.rds,152015510,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/02/institution_crosswalk.csv,/p/BRAIN_DRAIN/Data/intermediate/institution_crosswalk.csv,2662634,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/02/inst_counts.csv,/p/BRAIN_DRAIN/Data/intermediate/inst_counts.csv,609849,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/02/misfits_2.csv,/p/BRAIN_DRAIN/Data/intermediate/misfits_2.csv,1970532,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/02/misfits_3.csv,/p/BRAIN_DRAIN/Data/intermediate/misfits_3.csv,3673361,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/02/misfits_correction.csv,/p/BRAIN_DRAIN/Data/intermediate/misfits_correction.csv,5458033,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/02/misfits_helper.xlsx,/p/BRAIN_DRAIN/Data/intermediate/misfits_helper.xlsx,262892,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/02/misfit_counts.csv,/p/BRAIN_DRAIN/Data/intermediate/misfit_counts.csv,6563564,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/02/raw_educ_STATES.csv,/p/BRAIN_DRAIN/Data/raw/revelio/raw_educ_STATES.csv,431642743,raw/revelio,high,"Revelio raw education panel, chunked by state"
/p/BRAIN_DRAIN/Data/02/raw_educ_STATES_AK-MD.csv,/p/BRAIN_DRAIN/Data/raw/revelio/raw_educ_STATES_AK-MD.csv,5363637185,raw/revelio,high,"Revelio raw education panel, chunked by state"
/p/BRAIN_DRAIN/Data/02/raw_educ_STATES_MI-WY.csv,/p/BRAIN_DRAIN/Data/raw/revelio/raw_educ_STATES_MI-WY.csv,6161357211,raw/revelio,high,"Revelio raw education panel, chunked by state"
/p/BRAIN_DRAIN/Data/02/sampled_MI-WY.csv,/p/BRAIN_DRAIN/Data/_review/needs_inspection/sampled_MI-WY.csv,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/02/STATES_AK-MD.csv,/p/BRAIN_DRAIN/Data/raw/revelio/STATES_AK-MD.csv,5363634621,raw/revelio,high,Revelio raw education/demographics panel
/p/BRAIN_DRAIN/Data/02/uwdbhdlkbnzhaqxd.csv,/p/BRAIN_DRAIN/Data/intermediate/uwdbhdlkbnzhaqxd.csv,69313728101,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/02/~$misfits_helper.xlsx,(DELETE),165,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/03/.DS_Store,(DELETE),6148,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2000.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2000.csv.zip,4805750991,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2001.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2001.csv.zip,18329892305,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2002.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2002.csv.zip,18816178601,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2003.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2003.csv.zip,19142437893,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2004.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2004.csv.zip,20196948052,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2005.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2005.csv.zip,21182051918,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2006.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2006.csv.zip,22174271461,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2007.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2007.csv.zip,23407074888,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2008.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2008.csv.zip,24199483664,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.09_pos_2009.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.09_pos_2009.csv.zip,25339923764,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2010.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2010.csv.zip,26606917748,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2011.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2011.csv.zip,28076503412,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2012.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2012.csv.zip,29601227714,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2013.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2013.csv.zip,30964888865,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2014.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2014.csv.zip,32472728832,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2015.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2015.csv.zip,33978865186,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2016.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2016.csv.zip,35885369054,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2017.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2017.csv.zip,37524913108,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2018.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2018.csv.zip,39538097834,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2019.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2019.csv.zip,40732870116,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2020.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2020.csv.zip,41926782719,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2021.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2021.csv.zip,43474561894,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2022.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2022.csv.zip,45780235992,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2023.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2023.csv.zip,46332310862,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/2026.04.10_pos_2025.csv.zip,/p/BRAIN_DRAIN/Data/raw/revelio/2026.04.10_pos_2025.csv.zip,45038567970,raw/revelio,high,Revelio raw position-history panel (large file)
/p/BRAIN_DRAIN/Data/03/cleaned_pos_educ_STATES_AK-MD.csv,/p/BRAIN_DRAIN/Data/raw/revelio/cleaned_pos_educ_STATES_AK-MD.csv,53256452200,raw/revelio,medium,"Revelio position+education panel, lightly cleaned"
/p/BRAIN_DRAIN/Data/03/cleaned_pos_educ_STATES_MI-WY.csv,/p/BRAIN_DRAIN/Data/raw/revelio/cleaned_pos_educ_STATES_MI-WY.csv,62142870080,raw/revelio,medium,"Revelio position+education panel, lightly cleaned"
/p/BRAIN_DRAIN/Data/03/msa_string_cleaning.csv,/p/BRAIN_DRAIN/Data/intermediate/msa_string_cleaning.csv,161,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/03/msa_string_cleaning.xlsx,/p/BRAIN_DRAIN/Data/intermediate/msa_string_cleaning.xlsx,10296,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/03/zipcodes.csv,/p/BRAIN_DRAIN/Data/raw/census_geo/zipcodes.csv,891692,raw/census_geo,high,Census/OMB geography crosswalk
/p/BRAIN_DRAIN/Data/04/cbp19co.txt,/p/BRAIN_DRAIN/Data/raw/cbp/cbp19co.txt,116865881,raw/cbp,high,Census County Business Patterns bulk file
/p/BRAIN_DRAIN/Data/04/cbp20co.txt,/p/BRAIN_DRAIN/Data/raw/cbp/cbp20co.txt,104653260,raw/cbp,high,Census County Business Patterns bulk file
/p/BRAIN_DRAIN/Data/04/cbp21co.txt,/p/BRAIN_DRAIN/Data/raw/cbp/cbp21co.txt,105433378,raw/cbp,high,Census County Business Patterns bulk file
/p/BRAIN_DRAIN/Data/04/cbp22co.txt,/p/BRAIN_DRAIN/Data/raw/cbp/cbp22co.txt,106543178,raw/cbp,high,Census County Business Patterns bulk file
/p/BRAIN_DRAIN/Data/04/cbsa_shock.csv,/p/BRAIN_DRAIN/Data/intermediate/cbsa_shock.csv,7427833,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/04/efsy_panel_naics.csv,/p/BRAIN_DRAIN/Data/raw/cbp/efsy_panel_naics.csv,1313661755,raw/cbp,high,external EFSY imputed CBP panel
/p/BRAIN_DRAIN/Data/04/shares.csv,/p/BRAIN_DRAIN/Data/intermediate/shares.csv,1006407,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/04/shifts.csv,/p/BRAIN_DRAIN/Data/intermediate/shifts.csv,83196309,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/04/w_share.csv,/p/BRAIN_DRAIN/Data/intermediate/w_share.csv,6297,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/05/all_bin_shares_10.csv,/p/BRAIN_DRAIN/Data/results/all_bin_shares_10.csv,37623,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/all_bin_shares_25.csv,/p/BRAIN_DRAIN/Data/results/all_bin_shares_25.csv,94545,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/all_bin_shares_5.csv,/p/BRAIN_DRAIN/Data/results/all_bin_shares_5.csv,22604,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/all_bin_shares_cbsa_10.csv,/p/BRAIN_DRAIN/Data/results/all_bin_shares_cbsa_10.csv,1217,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/all_bin_shares_cbsa_25.csv,/p/BRAIN_DRAIN/Data/results/all_bin_shares_cbsa_25.csv,3039,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/all_bin_shares_cbsa_5.csv,/p/BRAIN_DRAIN/Data/results/all_bin_shares_cbsa_5.csv,671,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/all_bin_shares_state_10.csv,/p/BRAIN_DRAIN/Data/results/all_bin_shares_state_10.csv,1314,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/all_bin_shares_state_25.csv,/p/BRAIN_DRAIN/Data/results/all_bin_shares_state_25.csv,3038,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/all_bin_shares_state_5.csv,/p/BRAIN_DRAIN/Data/results/all_bin_shares_state_5.csv,751,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_10.csv,/p/BRAIN_DRAIN/Data/results/bin_10.csv,392870,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_25.csv,/p/BRAIN_DRAIN/Data/results/bin_25.csv,1081265,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_5.csv,/p/BRAIN_DRAIN/Data/results/bin_5.csv,315553,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_5.xlsx,/p/BRAIN_DRAIN/Data/results/bin_5.xlsx,272193,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_cbsa_10.csv,/p/BRAIN_DRAIN/Data/results/bin_cbsa_10.csv,268398,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_cbsa_25.csv,/p/BRAIN_DRAIN/Data/results/bin_cbsa_25.csv,1046321,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_cbsa_5.csv,/p/BRAIN_DRAIN/Data/results/bin_cbsa_5.csv,192020,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_state_10.csv,/p/BRAIN_DRAIN/Data/results/bin_state_10.csv,469599,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_state_25.csv,/p/BRAIN_DRAIN/Data/results/bin_state_25.csv,1014447,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/bin_state_5.csv,/p/BRAIN_DRAIN/Data/results/bin_state_5.csv,295659,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/li_inst.csv,/p/BRAIN_DRAIN/Data/intermediate/li_inst.csv,185959,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/05/local_stocks.csv,/p/BRAIN_DRAIN/Data/intermediate/local_stocks.csv,1947274,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/05/microdata_sample.csv,/p/BRAIN_DRAIN/Data/intermediate/microdata_sample__05.csv,20331,intermediate,COLLISION-RESOLVED,"merged/matched panel, model input || was a basename collision with 2 other file(s); disambiguated with a __05 stage suffix pending your review -- sizes differ substantially across the group, these are NOT simple duplicates"
/p/BRAIN_DRAIN/Data/05/raw_microdata.csv,/p/BRAIN_DRAIN/Data/raw/revelio/raw_microdata__05.csv,2886355924,raw/revelio,COLLISION-RESOLVED,"Revelio raw microdata sample || was a basename collision with 1 other file(s); disambiguated with a __05 stage suffix pending your review -- sizes differ substantially across the group, these are NOT simple duplicates"
/p/BRAIN_DRAIN/Data/05/return.csv,/p/BRAIN_DRAIN/Data/intermediate/return.csv,15547388,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/05/returners_cbsa_10.csv,/p/BRAIN_DRAIN/Data/results/returners_cbsa_10.csv,94792,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/returners_cbsa_25.csv,/p/BRAIN_DRAIN/Data/results/returners_cbsa_25.csv,953292,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/returners_cbsa_5.csv,/p/BRAIN_DRAIN/Data/results/returners_cbsa_5.csv,71555,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/returners_state_10.csv,/p/BRAIN_DRAIN/Data/results/returners_state_10.csv,360477,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/returners_state_25.csv,/p/BRAIN_DRAIN/Data/results/returners_state_25.csv,951593,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/returners_state_5.csv,/p/BRAIN_DRAIN/Data/results/returners_state_5.csv,198721,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/05/return_occp.csv,/p/BRAIN_DRAIN/Data/intermediate/return_occp.csv,40444957,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/05/state_stocks.csv,/p/BRAIN_DRAIN/Data/intermediate/state_stocks.csv,1123619,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/AAU 2.xlsx,/p/BRAIN_DRAIN/Data/raw/rankings_membership/AAU 2.xlsx,11443,raw/rankings_membership,high,AAU membership list
/p/BRAIN_DRAIN/Data/06/AAU.xlsx,/p/BRAIN_DRAIN/Data/raw/rankings_membership/AAU__06.xlsx,11794,raw/rankings_membership,COLLISION-RESOLVED,"AAU membership list || was a basename collision with 1 other file(s); disambiguated with a __06 stage suffix pending your review -- sizes differ substantially across the group, these are NOT simple duplicates"
/p/BRAIN_DRAIN/Data/06/all_deg.csv,/p/BRAIN_DRAIN/Data/intermediate/all_deg.csv,28403166,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/bls_laus_data.csv,/p/BRAIN_DRAIN/Data/raw/bls/bls_laus_data.csv,953165,raw/bls,high,BLS LAUS bulk download
/p/BRAIN_DRAIN/Data/06/business_deg.csv,/p/BRAIN_DRAIN/Data/intermediate/business_deg.csv,1043217,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/coef_data.csv,/p/BRAIN_DRAIN/Data/results/coef_data.csv,6178,results,medium,regression/figure-ready output
